Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2006930002177,342420,732470,-2.936469,56.480858,Tayside,Slight,1,1,04/06/2006,Sunday,06:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002190,339730,729420,-2.979432,56.453123,Tayside,Slight,2,1,23/04/2006,Sunday,15:15,Dundee City,Dundee City,A,85,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002200,338600,731190,-2.998179,56.468877,Tayside,Serious,1,1,07/06/2006,Wednesday,15:15,Dundee City,Dundee City,C,233,Single carriageway,30,Crossroads,Stop sign,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002210,343630,733670,-2.917086,56.491784,Tayside,Slight,1,1,08/05/2006,Monday,15:40,Dundee City,Dundee City,C,239,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2006930002215,343690,732530,-2.915865,56.481551,Tayside,Slight,1,1,04/06/2006,Sunday,01:10,Dundee City,Dundee City,C,236,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,200,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002241,336490,731980,-3.032613,56.475693,Tayside,Slight,2,1,11/06/2006,Sunday,12:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002243,340540,730720,-2.966589,56.464904,Tayside,Slight,2,2,11/06/2006,Sunday,19:55,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Auto traffic signal,A,911,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002244,334790,731250,-3.060023,56.468904,Tayside,Serious,1,1,06/06/2006,Tuesday,21:35,Dundee City,Dundee City,A,90,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2006930002246,340640,730750,-2.964973,56.465186,Tayside,Slight,2,1,10/06/2006,Saturday,12:40,Dundee City,Dundee City,A,991,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002254,342090,733760,-2.942113,56.492406,Tayside,Slight,2,1,15/06/2006,Thursday,18:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002262,341320,731120,-2.954022,56.468595,Tayside,Serious,2,1,17/06/2006,Saturday,10:30,Dundee City,Dundee City,B,959,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002270,348560,730550,-2.836412,56.464322,Tayside,Slight,2,1,13/06/2006,Tuesday,10:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Unallocated,Yes,
2006930002272,337160,729590,-3.021162,56.454315,Tayside,Slight,2,1,13/06/2006,Tuesday,09:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002353,335420,731750,-3.049923,56.473482,Tayside,Slight,2,1,31/05/2006,Wednesday,17:15,Dundee City,Dundee City,A,90,Roundabout,50,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002388,340300,730520,-2.970437,56.463077,Tayside,Slight,2,1,18/06/2006,Sunday,01:20,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002423,Data missing or out of range,Data missing or out of range,Data missing or out of range,Data missing or out of range,Tayside,Slight,2,1,28/06/2006,Wednesday,13:25,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Unallocated,Yes,
2006930002434,336930,731240,-3.025292,56.469105,Tayside,Slight,2,1,29/06/2006,Thursday,15:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,20,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002445,343000,731490,-2.926839,56.472125,Tayside,Slight,2,1,30/06/2006,Friday,13:45,Dundee City,Dundee City,A,92,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2006930002450,335420,731660,-3.049901,56.472673,Tayside,Serious,2,1,15/05/2006,Monday,09:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2006930002454,346000,731190,-2.878086,56.469784,Tayside,Slight,1,1,16/06/2006,Friday,12:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002504,342790,734070,-2.930814,56.495276,Tayside,Slight,1,1,30/06/2006,Friday,18:45,Dundee City,Dundee City,C,239,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002517,340540,730710,-2.966586,56.464814,Tayside,Slight,2,2,02/07/2006,Sunday,13:10,Dundee City,Dundee City,A,911,Dual carriageway,30,Crossroads,Auto traffic signal,A,991,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2006930002525,343240,731090,-2.922856,56.468561,Tayside,Slight,2,1,01/07/2006,Saturday,08:00,Dundee City,Dundee City,Unclassified,0,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fog or mist,Wet or damp,None,None,Urban,Yes,
2006930002527,343090,731660,-2.925415,56.473663,Tayside,Slight,2,1,01/07/2006,Saturday,17:15,Dundee City,Dundee City,B,959,Roundabout,30,Roundabout,Give way or uncontrolled,A,92,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002536,340070,730000,-2.97405,56.458377,Tayside,Serious,1,2,01/07/2006,Saturday,20:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Auto traffic signal,C,253,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002553,338870,731810,-2.993943,56.474482,Tayside,Slight,1,1,03/07/2006,Monday,14:00,Dundee City,Dundee City,C,201,Roundabout,30,Roundabout,Give way or uncontrolled,C,222,Control by other authorised person,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2006930002555,342030,732310,-2.942764,56.479373,Tayside,Serious,2,1,04/07/2006,Tuesday,18:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002567,347020,731740,-2.861644,56.474841,Tayside,Slight,1,1,05/07/2006,Wednesday,14:50,Dundee City,Dundee City,C,230,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002573,338800,732800,-2.995312,56.483365,Tayside,Slight,3,1,06/07/2006,Thursday,17:05,Dundee City,Dundee City,A,90,Dual carriageway,50,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002582,336760,731560,-3.028129,56.471957,Tayside,Slight,2,1,06/07/2006,Thursday,19:00,Dundee City,Dundee City,C,243,Roundabout,30,Roundabout,Give way or uncontrolled,C,217,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002591,339160,730010,-2.988816,56.45835,Tayside,Slight,2,1,07/07/2006,Friday,15:30,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002598,336330,732220,-3.035269,56.477828,Tayside,Slight,1,1,08/07/2006,Saturday,00:10,Dundee City,Dundee City,C,253,Single carriageway,30,Slip road,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002599,344670,732130,-2.89987,56.478074,Tayside,Slight,1,1,08/07/2006,Saturday,18:50,Dundee City,Dundee City,C,237,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002601,339990,731090,-2.975598,56.468158,Tayside,Slight,2,1,08/07/2006,Saturday,16:15,Dundee City,Dundee City,C,245,Single carriageway,30,Crossroads,Give way or uncontrolled,C,215,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002612,334810,730680,-3.059556,56.463786,Tayside,Slight,1,1,09/07/2006,Sunday,01:40,Dundee City,Dundee City,A,85,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,Any animal in carriageway (except ridden horse),Urban,Yes,
2006930002613,338050,733840,-3.007735,56.492609,Tayside,Serious,2,1,09/07/2006,Sunday,12:30,Dundee City,Dundee City,C,202,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002643,342310,733450,-2.938472,56.489648,Tayside,Slight,2,1,10/07/2006,Monday,12:40,Dundee City,Dundee City,C,248,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002644,336760,731630,-3.028146,56.472586,Tayside,Slight,1,1,10/07/2006,Monday,16:20,Dundee City,Dundee City,C,243,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,217,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2006930002650,341050,732520,-2.95872,56.481138,Tayside,Slight,3,2,10/07/2006,Monday,16:20,Dundee City,Dundee City,A,90,Dual carriageway,50,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002654,340690,732610,-2.964585,56.481901,Tayside,Slight,2,1,11/07/2006,Tuesday,10:05,Dundee City,Dundee City,A,90,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002657,340880,731030,-2.961142,56.467732,Tayside,Slight,2,1,11/07/2006,Tuesday,08:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,B,959,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002668,339630,730610,-2.981329,56.4638,Tayside,Slight,1,1,12/07/2006,Wednesday,13:10,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002673,338870,729460,-2.993392,56.453372,Tayside,Slight,2,1,13/07/2006,Thursday,06:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002682,346680,731230,-2.867058,56.470221,Tayside,Slight,2,1,24/05/2006,Wednesday,06:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002688,338350,733790,-3.002852,56.4922,Tayside,Slight,1,1,14/07/2006,Friday,20:25,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002758,340590,730740,-2.965782,56.46509,Tayside,Slight,2,1,23/07/2006,Sunday,14:30,Dundee City,Dundee City,A,911,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002765,339640,732670,-2.981645,56.482306,Tayside,Slight,2,1,25/07/2006,Tuesday,11:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002786,340680,730940,-2.964367,56.466898,Tayside,Slight,2,1,21/07/2006,Friday,16:15,Dundee City,Dundee City,A,929,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002799,340930,732110,-2.960575,56.47744,Tayside,Slight,2,3,22/07/2006,Saturday,11:00,Dundee City,Dundee City,C,244,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002810,339740,730570,-2.979535,56.463455,Tayside,Slight,2,1,07/07/2006,Friday,13:00,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002833,342900,731360,-2.928433,56.470946,Tayside,Slight,2,1,21/07/2006,Friday,12:10,Dundee City,Dundee City,A,92,Dual carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,0,Control by other authorised person,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002848,339030,733650,-2.991777,56.491031,Tayside,Slight,1,1,23/07/2006,Sunday,18:25,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002851,340700,730360,-2.96391,56.461691,Tayside,Slight,1,1,31/07/2006,Monday,17:20,Dundee City,Dundee City,A,92,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2006930002860,338670,730530,-2.996888,56.462958,Tayside,Slight,2,2,30/07/2006,Sunday,15:10,Dundee City,Dundee City,C,210,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002882,340320,730010,-2.969996,56.458498,Tayside,Serious,1,1,31/05/2006,Wednesday,11:45,Dundee City,Dundee City,A,991,Roundabout,30,Roundabout,Auto traffic signal,A,85,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2006930002907,340510,732120,-2.967395,56.477476,Tayside,Slight,1,1,10/08/2006,Thursday,11:15,Dundee City,Dundee City,C,244,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
